from,to,day_of_week,count
2585772,2585776,Thursday,101
2585835,2585802,Thursday,101
2585863,2585860,Thursday,101
2585899,2585876,Thursday,101
2585913,2585906,Thursday,101
2585311,2585326,Thursday,100
2585326,2681601,Thursday,100
2585728,2585802,Thursday,100
2585837,448565,Thursday,100
2585297,2585291,Thursday,99
2585301,2585313,Thursday,99
2585307,2585285,Thursday,99
2585326,2585311,Thursday,99
2585466,2585975,Thursday,99
2585837,8746360,Thursday,99
2585876,2585883,Thursday,99
2585885,2585883,Thursday,99
2585894,2585941,Thursday,99
2585932,2585476,Thursday,99
2586037,2585344,Thursday,99
2681672,2585358,Thursday,99
3318682,2585785,Thursday,99
4393742,2586005,Thursday,99
2585291,2585307,Thursday,98
2585432,2585835,Thursday,98
2585466,2586005,Thursday,98
2585794,2585837,Thursday,98
2585800,2585789,Thursday,98
2585837,2585774,Thursday,98
2585906,2585913,Thursday,98
2585953,2585942,Thursday,98
2586005,2586001,Thursday,98
2586005,2586021,Thursday,98
2586034,2585825,Thursday,98
2681601,2585285,Thursday,98
2585281,2585301,Thursday,97
2585313,2585301,Thursday,97
2585747,2585699,Thursday,97
2585883,2585888,Thursday,97
2585911,2585924,Thursday,97
2585985,2585963,Thursday,97
4215025,4393742,Thursday,97
2585345,44581598,Thursday,96
2585747,4393742,Thursday,96
2585811,2585860,Thursday,96
2585911,2585920,Thursday,96
2585922,2585911,Thursday,96
2586021,2586009,Thursday,96
2585308,2585305,Thursday,95
2585330,2681601,Thursday,95
2585419,2585425,Thursday,95
2585466,2585327,Thursday,95
2585771,2585781,Thursday,95
2585825,2586034,Thursday,95
2585835,2585432,Thursday,95
2585911,2585922,Thursday,95
2585921,4393742,Thursday,95
2585956,2585929,Thursday,95
2585995,2585994,Thursday,95
2586018,2586024,Thursday,95
2586044,2586037,Thursday,95
2585286,2585288,Thursday,94
2585304,44581598,Thursday,94
2585321,2681601,Thursday,94
2585345,2585742,Thursday,94
2585951,2585954,Thursday,94
2586001,4393742,Thursday,94
2586026,2585344,Thursday,94
2585311,2585321,Thursday,93
2585771,2585824,Thursday,93
2585779,2585747,Thursday,93
2585794,4585378,Thursday,93
2585853,2585280,Thursday,93
2585926,2585911,Thursday,93
4393742,2586001,Thursday,93
44581598,2585301,Thursday,93
2585285,2585291,Thursday,92
2585285,2681601,Thursday,92
2585288,2585286,Thursday,92
2585291,2585285,Thursday,92
2585378,2585425,Thursday,92
2585387,2585360,Thursday,92
2585724,2585467,Thursday,92
2585774,2585787,Thursday,92
2585787,2585837,Thursday,92
2585846,2585844,Thursday,92
2681601,2585326,Thursday,92
2585337,2681601,Thursday,91
2585417,2585381,Thursday,91
2585450,2585699,Thursday,91
2585450,4393742,Thursday,91
2585728,2585789,Thursday,91
2585776,2585749,Thursday,91
2585846,172294162,Thursday,91
2585873,2585273,Thursday,91
2586045,2586037,Thursday,91
2585291,2585297,Thursday,90
2585326,2585278,Thursday,90
2585432,2585839,Thursday,90
2585466,2585954,Thursday,90
2585922,2585926,Thursday,90
2585947,2585942,Thursday,90
2585990,2585466,Thursday,90
2585992,2586028,Thursday,90
2586001,2585431,Thursday,90
2586001,2586018,Thursday,90
2586011,3110680,Thursday,90
172294162,2585846,Thursday,90
2585333,2681601,Thursday,89
2585356,2681601,Thursday,89
2585379,2585430,Thursday,89
2585425,2585378,Thursday,89
2585785,3318682,Thursday,89
2585850,2585837,Thursday,89
2585883,2585876,Thursday,89
2585899,2585916,Thursday,89
2585916,2585464,Thursday,89
2585983,2585929,Thursday,89
44583483,2585267,Thursday,89
2585364,2585353,Thursday,88
2585380,2585919,Thursday,88
2585408,2585317,Thursday,88
2585708,2585747,Thursday,88
2585742,2585345,Thursday,88
2585781,2585771,Thursday,88
2585785,2585837,Thursday,88
2585789,2585779,Thursday,88
2585802,2585800,Thursday,88
2585838,2585868,Thursday,88
2585856,2585868,Thursday,88
2585905,2585908,Thursday,88
2585958,2585956,Thursday,88
2585978,2586044,Thursday,88
2586044,2585978,Thursday,88
4393742,2586018,Thursday,88
2585301,44581598,Thursday,87
2585398,2585394,Thursday,87
2585704,2585430,Thursday,87
2585716,2585762,Thursday,87
2585789,2585800,Thursday,87
2585802,2585804,Thursday,87
2585875,2585897,Thursday,87
2585901,2585905,Thursday,87
2585905,2585916,Thursday,87
2585908,2585905,Thursday,87
2585928,2585452,Thursday,87
2585931,2585313,Thursday,87
2585978,2586032,Thursday,87
2585996,2585994,Thursday,87
2586003,2586021,Thursday,87
4393742,2585699,Thursday,87
2585275,2585273,Thursday,86
2585291,2585288,Thursday,86
2585398,2585368,Thursday,86
2585708,2585450,Thursday,86
2585800,2585791,Thursday,86
2585929,2585956,Thursday,86
2585958,2585466,Thursday,86
2585961,2585939,Thursday,86
2585994,2585996,Thursday,86
2585431,4393742,Thursday,85
2585791,2585804,Thursday,85
2585960,2585956,Thursday,85
2585289,4215025,Thursday,84
2585387,2585346,Thursday,84
2585699,4393742,Thursday,84
2585794,2585785,Thursday,84
2585876,2585899,Thursday,84
2585888,2585883,Thursday,84
2585937,2585928,Thursday,84
2585997,2585996,Thursday,84
2585267,2585275,Thursday,83
2585380,2585317,Thursday,83
2585406,2585367,Thursday,83
2585771,2585762,Thursday,83
2585883,2585899,Thursday,83
2585905,2585901,Thursday,83
2585922,2585925,Thursday,83
2585263,2585281,Thursday,82
2585288,2585283,Thursday,82
2585344,2586042,Thursday,82
2585358,2681672,Thursday,82
2585747,2585779,Thursday,82
2585779,2585789,Thursday,82
2585837,2585785,Thursday,82
2585897,2585868,Thursday,82
2585954,2585951,Thursday,82
2585990,2585997,Thursday,82
2585997,2586000,Thursday,82
2586011,2586009,Thursday,82
3110680,2586011,Thursday,82
3110680,2586021,Thursday,82
3318682,2585837,Thursday,82
8746360,2585837,Thursday,82
52488396,2585317,Thursday,82
2585263,2585926,Thursday,81
2585286,2585305,Thursday,81
2585317,2585417,Thursday,81
2585337,2585369,Thursday,81
2585450,2585747,Thursday,81
2585453,2585712,Thursday,81
2585728,2585747,Thursday,81
2585749,2585776,Thursday,81
2585762,2585728,Thursday,81
2585762,2585774,Thursday,81
2585776,2585772,Thursday,81
2585782,2585787,Thursday,81
2585789,2585788,Thursday,81
2585850,2585839,Thursday,81
2585978,2586034,Thursday,81
2585984,2585387,Thursday,81
3110680,2586026,Thursday,81
2585269,2585346,Thursday,80
2585271,2585263,Thursday,80
2585273,2585267,Thursday,80
2585286,2585291,Thursday,80
2585344,2586037,Thursday,80
2585452,2585928,Thursday,80
2585724,2585779,Thursday,80
2585762,2585782,Thursday,80
2585788,2585779,Thursday,80
2585838,2585800,Thursday,80
2585916,2585905,Thursday,80
2585954,2585947,Thursday,80
2585994,2586000,Thursday,80
2586005,2586011,Thursday,80
2586009,2586005,Thursday,80
2586018,4393742,Thursday,80
2681601,2585356,Thursday,80
2585306,2585311,Thursday,79
2585387,2585317,Thursday,79
2585408,2585402,Thursday,79
2585452,2585939,Thursday,79
2585464,2585916,Thursday,79
2585893,2585901,Thursday,79
2585911,2585926,Thursday,79
2585916,2585899,Thursday,79
2586000,2585997,Thursday,79
4585378,2585794,Thursday,79
52488396,2585398,Thursday,79
2585278,2585326,Thursday,78
2585346,2585351,Thursday,78
2585380,2585381,Thursday,78
2585381,2585380,Thursday,78
2585453,2585457,Thursday,78
2585699,2585430,Thursday,78
2585714,2585774,Thursday,78
2585728,2585762,Thursday,78
2585850,2585844,Thursday,78
2585868,2585856,Thursday,78
2585928,2585932,Thursday,78
2586018,2586005,Thursday,78
4585378,2585774,Thursday,78
2585286,2585285,Thursday,77
2585467,2585724,Thursday,77
2585477,2585467,Thursday,77
2585699,2585450,Thursday,77
2585704,2585450,Thursday,77
2585799,4585378,Thursday,77
2585837,2585794,Thursday,77
2585856,2585897,Thursday,77
4393742,2586022,Thursday,77
2585285,2585284,Thursday,76
2585301,2585281,Thursday,76
2585381,2585389,Thursday,76
2585405,2681601,Thursday,76
2585432,2585802,Thursday,76
2585714,2585749,Thursday,76
2585728,2585776,Thursday,76
2585802,2585799,Thursday,76
2585837,2585850,Thursday,76
2585837,3318682,Thursday,76
2585848,2585837,Thursday,76
2585856,2585860,Thursday,76
2585902,2585905,Thursday,76
2585905,2585899,Thursday,76
2585926,2585922,Thursday,76
2585994,2585995,Thursday,76
2586012,2585466,Thursday,76
2586021,2586005,Thursday,76
2681601,2585319,Thursday,76
4215025,2585289,Thursday,76
4393742,2585466,Thursday,76
2585267,44583483,Thursday,75
2585271,2585267,Thursday,75
2585289,2585285,Thursday,75
2585344,2586026,Thursday,75
2585358,2585919,Thursday,75
2585373,2586026,Thursday,75
2585398,52488396,Thursday,75
2585782,2585772,Thursday,75
2585788,2585789,Thursday,75
2585802,2585827,Thursday,75
2585956,2585311,Thursday,75
2586000,2585953,Thursday,75
2586000,2585994,Thursday,75
2586031,2585972,Thursday,75
2681601,2585337,Thursday,75
2681672,2585931,Thursday,75
44581598,2585345,Thursday,75
2585275,2585267,Thursday,74
2585280,2585853,Thursday,74
2585283,2585281,Thursday,74
2585283,2681601,Thursday,74
2585297,2585285,Thursday,74
2585299,2585345,Thursday,74
2585413,2585402,Thursday,74
2585417,2585398,Thursday,74
2585722,2585467,Thursday,74
2585787,2585774,Thursday,74
2585808,2585814,Thursday,74
2585953,2585466,Thursday,74
2586022,4393742,Thursday,74
2586026,2585373,Thursday,74
2586028,2586026,Thursday,74
2585367,2681601,Thursday,73
2585381,2585417,Thursday,73
2585387,2681672,Thursday,73
2585445,2585422,Thursday,73
2585789,2585791,Thursday,73
2585814,2585808,Thursday,73
2585876,172293631,Thursday,73
2585931,44581598,Thursday,73
2585942,2585951,Thursday,73
2585983,2585972,Thursday,73
2586009,2586011,Thursday,73
2586034,2585978,Thursday,73
4393742,2585289,Thursday,73
4393742,2585450,Thursday,73
172293631,2585876,Thursday,73
2585317,2585394,Thursday,72
2585321,2585311,Thursday,72
2585352,2681601,Thursday,72
2585368,2585453,Thursday,72
2585391,2585408,Thursday,72
2585747,2585708,Thursday,72
2585762,2585771,Thursday,72
2585762,2585779,Thursday,72
2585838,172294162,Thursday,72
2585844,2585846,Thursday,72
2585899,2585905,Thursday,72
2585925,2585922,Thursday,72
2585939,2585452,Thursday,72
2585947,2585954,Thursday,72
2585975,2585466,Thursday,72
2586001,2586009,Thursday,72
2586001,2586014,Thursday,72
2586005,2586018,Thursday,72
2586019,2586011,Thursday,72
2586022,2586018,Thursday,72
2586042,2585825,Thursday,72
2585301,2585304,Thursday,71
2585311,2585307,Thursday,71
2585313,2585931,Thursday,71
2585317,2585387,Thursday,71
2585317,2585389,Thursday,71
2585319,2585984,Thursday,71
2585335,2585405,Thursday,71
2585351,2585346,Thursday,71
2585351,2585400,Thursday,71
2585369,2585326,Thursday,71
2585394,2585381,Thursday,71
2585398,2585408,Thursday,71
2585425,2585419,Thursday,71
2585431,2586001,Thursday,71
2585432,2585838,Thursday,71
2585770,2585711,Thursday,71
2585785,4585378,Thursday,71
2585787,4585378,Thursday,71
2585905,2585875,Thursday,71
2585906,2585860,Thursday,71
2585931,2585358,Thursday,71
2585951,2585942,Thursday,71
2586011,2586026,Thursday,71
2586021,2585825,Thursday,71
2586037,2586042,Thursday,71
2681601,2585333,Thursday,71
2681601,2585405,Thursday,71
44581598,2585281,Thursday,71
44581598,2585304,Thursday,71
2585319,2681601,Thursday,70
2585346,2585315,Thursday,70
2585360,2585387,Thursday,70
2585714,2585712,Thursday,70
2585714,2585724,Thursday,70
2585737,2585747,Thursday,70
2585791,2585779,Thursday,70
2585799,2585789,Thursday,70
2585830,2585838,Thursday,70
2585835,2585860,Thursday,70
2585897,2585875,Thursday,70
2585954,2585466,Thursday,70
2586045,2586034,Thursday,70
2681601,2585283,Thursday,70
2585267,2585273,Thursday,69
2585267,2585446,Thursday,69
2585281,44581598,Thursday,69
2585284,2585285,Thursday,69
2585305,2681601,Thursday,69
2585307,2585288,Thursday,69
2585373,3110680,Thursday,69
2585408,2585398,Thursday,69
2585728,2585791,Thursday,69
2585770,2585782,Thursday,69
2585785,2585776,Thursday,69
2585800,2585838,Thursday,69
2585808,2585807,Thursday,69
2585838,2585830,Thursday,69
2585846,2585850,Thursday,69
2585860,2585856,Thursday,69
2585875,2585905,Thursday,69
2585932,2585928,Thursday,69
2585972,2585983,Thursday,69
2585997,2585995,Thursday,69
2586031,2585995,Thursday,69
2681601,2585297,Thursday,69
3318682,2585772,Thursday,69
4215025,2585431,Thursday,69
2585271,2585275,Thursday,68
2585284,2585278,Thursday,68
2585297,2681601,Thursday,68
2585346,2585345,Thursday,68
2585398,2585762,Thursday,68
2585419,4393742,Thursday,68
2585450,2585704,Thursday,68
2585450,2585708,Thursday,68
2585714,2585787,Thursday,68
2585716,2585774,Thursday,68
2585728,2585788,Thursday,68
2585762,2585781,Thursday,68
2585788,2585791,Thursday,68
2585956,2585960,Thursday,68
2585963,2585985,Thursday,68
2585975,2586012,Thursday,68
2586005,2586022,Thursday,68
2586026,2586011,Thursday,68
2586032,2585978,Thursday,68
2586037,2586044,Thursday,68
3470029,2585974,Thursday,68
4393742,2585431,Thursday,68
4393742,2586019,Thursday,68
4585378,2585785,Thursday,68
2585301,2585345,Thursday,67
2585304,2585301,Thursday,67
2585313,2585304,Thursday,67
2585364,2585367,Thursday,67
2585430,2585431,Thursday,67
2585467,2585469,Thursday,67
2585476,2585934,Thursday,67
2585724,2585722,Thursday,67
2585762,2585764,Thursday,67
2585779,2585467,Thursday,67
2585789,2585799,Thursday,67
2585791,2585747,Thursday,67
2585794,2585772,Thursday,67
2585802,2585779,Thursday,67
2585899,2585868,Thursday,67
2585992,145175382,Thursday,67
2586005,4393742,Thursday,67
2586021,3110680,Thursday,67
2586022,2586030,Thursday,67
2586034,2586026,Thursday,67
2586044,2586021,Thursday,67
2681601,2585284,Thursday,67
2681672,2585387,Thursday,67
4393742,2586000,Thursday,67
4585378,2585787,Thursday,67
2585267,2585271,Thursday,66
2585284,2681601,Thursday,66
2585288,2585291,Thursday,66
2585301,2585931,Thursday,66
2585317,2585380,Thursday,66
2585345,2585301,Thursday,66
2585714,2585781,Thursday,66
2585720,2585714,Thursday,66
2585747,2585791,Thursday,66
2585774,2585714,Thursday,66
2585781,2585782,Thursday,66
2585791,2585835,Thursday,66
2585835,2585839,Thursday,66
2585837,2585799,Thursday,66
2585837,2585800,Thursday,66
2585839,2585835,Thursday,66
2585929,2585983,Thursday,66
2585931,2681672,Thursday,66
2585968,2585466,Thursday,66
2586021,2586003,Thursday,66
2681601,2585305,Thursday,66
4393742,2585978,Thursday,66
172293631,2585839,Thursday,66
2585273,2585275,Thursday,65
2585288,2585307,Thursday,65
2585307,2585297,Thursday,65
2585317,2585408,Thursday,65
2585367,2585364,Thursday,65
2585368,2585317,Thursday,65
2585417,2585317,Thursday,65
2585435,2585367,Thursday,65
2585711,2585770,Thursday,65
2585728,2585467,Thursday,65
2585762,2585770,Thursday,65
2585779,2585477,Thursday,65
2585782,2585785,Thursday,65
2585814,2585821,Thursday,65
2585875,2585846,Thursday,65
2585908,2585904,Thursday,65
2585919,2585380,Thursday,65
2585932,2585936,Thursday,65
2585934,2585476,Thursday,65
2585938,2585729,Thursday,65
2585990,2585994,Thursday,65
2585990,2586000,Thursday,65
2586011,2585373,Thursday,65
2586014,2586022,Thursday,65
2586022,2586037,Thursday,65
2586042,2585344,Thursday,65
2681672,2585315,Thursday,65
2681672,2585381,Thursday,65
2585425,2585438,Thursday,64
2585429,2585430,Thursday,64
2585453,52488396,Thursday,64
2585699,2585708,Thursday,64
2585748,2585804,Thursday,64
2585789,2585728,Thursday,64
2585802,2585788,Thursday,64
2585802,2585789,Thursday,64
2585804,2585748,Thursday,64
2585811,2585432,Thursday,64
2585899,2585883,Thursday,64
2585904,2585902,Thursday,64
2585285,2585297,Thursday,63
2585305,2585304,Thursday,63
2585313,2585281,Thursday,63
2585358,2585380,Thursday,63
2585396,2585317,Thursday,63
2585402,2585317,Thursday,63
2585402,2585438,Thursday,63
2585405,2585406,Thursday,63
2585430,2585327,Thursday,63
2585457,2585368,Thursday,63
2585466,2585947,Thursday,63
2585466,2585987,Thursday,63
2585466,2586012,Thursday,63
2585708,2585699,Thursday,63
2585748,2585978,Thursday,63
2585787,2585782,Thursday,63
2585821,2585814,Thursday,63
2585825,2586021,Thursday,63
2585893,2585888,Thursday,63
2585942,2585947,Thursday,63
2586021,2586044,Thursday,63
2586030,2586045,Thursday,63
2586044,2586028,Thursday,63
52488396,2585335,Thursday,63
2585284,2585283,Thursday,62
2585286,2585307,Thursday,62
2585304,2585346,Thursday,62
2585315,2585387,Thursday,62
2585346,2585387,Thursday,62
2585368,2585762,Thursday,62
2585387,2585984,Thursday,62
2585408,2585435,Thursday,62
2585425,2585450,Thursday,62
2585446,2585267,Thursday,62
2585455,2585749,Thursday,62
2585466,4393742,Thursday,62
2585714,2585453,Thursday,62
2585776,2585728,Thursday,62
2585779,2585788,Thursday,62
2585814,2585809,Thursday,62
2585843,2585349,Thursday,62
2585846,2585875,Thursday,62
2585848,2585846,Thursday,62
2585913,2585883,Thursday,62
2585951,2585938,Thursday,62
2585983,2585954,Thursday,62
2586042,2586037,Thursday,62
52488396,2585391,Thursday,62
52488396,2585408,Thursday,62
2585289,4393742,Thursday,61
2585317,2585396,Thursday,61
2585367,2585435,Thursday,61
2585368,2585398,Thursday,61
2585396,2585352,Thursday,61
2585400,2585351,Thursday,61
2585402,2585396,Thursday,61
2585422,2585469,Thursday,61
2585430,2585704,Thursday,61
2585466,2585968,Thursday,61
2585467,2585477,Thursday,61
2585467,2585722,Thursday,61
2585476,2585936,Thursday,61
2585747,2585728,Thursday,61
2585774,4585378,Thursday,61
2585776,2585791,Thursday,61
2585785,2585782,Thursday,61
2585863,2585868,Thursday,61
2585897,2585904,Thursday,61
2585926,2585920,Thursday,61
2586014,2586021,Thursday,61
2586021,2586022,Thursday,61
2586022,2586001,Thursday,61
2586039,2585344,Thursday,61
2681601,2585352,Thursday,61
4393742,2585327,Thursday,61
2585263,2585271,Thursday,60
2585275,2585271,Thursday,60
2585281,2585283,Thursday,60
2585291,2585284,Thursday,60
2585315,2681672,Thursday,60
2585317,2681672,Thursday,60
2585368,2585457,Thursday,60
2585380,2585358,Thursday,60
2585466,2585996,Thursday,60
2585742,2681672,Thursday,60
2585748,2585431,Thursday,60
2585827,2585835,Thursday,60
2585860,2585835,Thursday,60
2585860,2585906,Thursday,60
2585883,2585913,Thursday,60
2585921,2585804,Thursday,60
2585942,2585476,Thursday,60
2585942,2585938,Thursday,60
2585972,2586031,Thursday,60
2585985,2585983,Thursday,60
2585994,2585990,Thursday,60
2585996,2585995,Thursday,60
2586001,2586011,Thursday,60
2586005,2586009,Thursday,60
2586011,2586019,Thursday,60
2586014,2586001,Thursday,60
3110680,2585373,Thursday,60
4393742,4215025,Thursday,60
2585269,2681672,Thursday,59
2585317,2585762,Thursday,59
2585387,2585400,Thursday,59
2585419,2585438,Thursday,59
2585438,2585402,Thursday,59
2585712,2585368,Thursday,59
2585774,2585728,Thursday,59
2585776,2585787,Thursday,59
2585788,2585776,Thursday,59
2585788,2585800,Thursday,59
2585802,2585748,Thursday,59
2585804,2585835,Thursday,59
2585814,2585871,Thursday,59
2585827,2585802,Thursday,59
2585853,2585296,Thursday,59
2585899,2585856,Thursday,59
2585905,2585902,Thursday,59
2585924,2585925,Thursday,59
2585924,2585926,Thursday,59
2586001,2585985,Thursday,59
2586003,2586018,Thursday,59
2586018,2586022,Thursday,59
2586028,2586021,Thursday,59
2586030,2586022,Thursday,59
2586034,2586045,Thursday,59
2586042,2586021,Thursday,59
2586044,2585992,Thursday,59
2586045,2585344,Thursday,59
4585378,2585799,Thursday,59
2585263,2585446,Thursday,58
2585283,3470029,Thursday,58
2585297,2585286,Thursday,58
2585311,2585340,Thursday,58
2585346,2585400,Thursday,58
2585358,2585931,Thursday,58
2585368,2585381,Thursday,58
2585368,52488396,Thursday,58
2585389,2585391,Thursday,58
2585430,2585699,Thursday,58
2585446,2585263,Thursday,58
2585467,2585728,Thursday,58
2585722,2585779,Thursday,58
2585731,2585737,Thursday,58
2585772,2585762,Thursday,58
2585789,2585835,Thursday,58
2585799,2585837,Thursday,58
2585804,2585802,Thursday,58
2585846,8746360,Thursday,58
2585868,2585863,Thursday,58
2585875,2585893,Thursday,58
2585901,2585902,Thursday,58
2585919,2585358,Thursday,58
2585924,2585922,Thursday,58
2585945,2585942,Thursday,58
2585956,2681601,Thursday,58
2585963,2585987,Thursday,58
2585983,2586000,Thursday,58
2585984,2585319,Thursday,58
2585996,2586031,Thursday,58
2586021,2586028,Thursday,58
2586022,2586021,Thursday,58
2586026,2586044,Thursday,58
2681672,2585984,Thursday,58
4393742,2585987,Thursday,58
4393742,2585994,Thursday,58
44581598,2585299,Thursday,58
2585265,2585267,Thursday,57
2585283,2585873,Thursday,57
2585285,2585289,Thursday,57
2585315,2585346,Thursday,57
2585321,2585356,Thursday,57
2585337,2585335,Thursday,57
2585344,2586045,Thursday,57
2585345,2585346,Thursday,57
2585369,2585364,Thursday,57
2585405,2585367,Thursday,57
2585405,2585435,Thursday,57
2585762,52488396,Thursday,57
2585776,2585467,Thursday,57
2585787,2585772,Thursday,57
2585802,2585432,Thursday,57
2585811,2585835,Thursday,57
2585848,2585838,Thursday,57
2585901,2585893,Thursday,57
2585936,2585932,Thursday,57
2585938,2585953,Thursday,57
2585984,2585315,Thursday,57
2586000,2586011,Thursday,57
2586024,2586022,Thursday,57
2586039,2586045,Thursday,57
44583449,2585338,Thursday,57
2585263,2585924,Thursday,56
2585278,2585291,Thursday,56
2585285,2585275,Thursday,56
2585288,2585305,Thursday,56
2585299,44581598,Thursday,56
2585311,2585306,Thursday,56
2585367,2585405,Thursday,56
2585381,2585391,Thursday,56
2585402,2585408,Thursday,56
2585413,2585438,Thursday,56
2585425,2585445,Thursday,56
2585432,2585811,Thursday,56
2585473,2585728,Thursday,56
2585695,2585445,Thursday,56
2585714,2585455,Thursday,56
2585714,2585720,Thursday,56
2585738,2585747,Thursday,56
2585748,2586037,Thursday,56
2585749,2585455,Thursday,56
2585762,2585824,Thursday,56
2585770,2585714,Thursday,56
2585782,2585770,Thursday,56
2585785,2585787,Thursday,56
2585787,2585714,Thursday,56
2585820,2585814,Thursday,56
2585827,2585800,Thursday,56
2585875,2585850,Thursday,56
2585888,2585875,Thursday,56
2585897,2585893,Thursday,56
2585913,2585899,Thursday,56
2585913,2585904,Thursday,56
2585939,2585961,Thursday,56
2585942,2585945,Thursday,56
2585960,2585929,Thursday,56
2585995,2585996,Thursday,56
2586014,2586019,Thursday,56
3470029,2585283,Thursday,56
2585281,2585271,Thursday,55
2585283,2585288,Thursday,55
2585284,2585275,Thursday,55
2585286,2585281,Thursday,55
2585304,2585313,Thursday,55
2585304,2681672,Thursday,55
2585305,2585306,Thursday,55
2585315,2585984,Thursday,55
2585408,2585381,Thursday,55
2585445,2585737,Thursday,55
2585455,2585714,Thursday,55
2585457,2585453,Thursday,55
2585466,2586018,Thursday,55
2585477,2585473,Thursday,55
2585708,2585791,Thursday,55
2585779,2585724,Thursday,55
2585785,2585762,Thursday,55
2585791,2585811,Thursday,55
2585802,2585921,Thursday,55
2585809,2585814,Thursday,55
2585827,2585830,Thursday,55
2585837,18751910,Thursday,55
2585838,2585850,Thursday,55
2585888,2585838,Thursday,55
2585897,2585906,Thursday,55
2585936,2585476,Thursday,55
2585951,2585466,Thursday,55
2585953,2586000,Thursday,55
2585974,2585278,Thursday,55
2586031,2585983,Thursday,55
2586031,2585996,Thursday,55
2586034,2586042,Thursday,55
2586044,2586026,Thursday,55
52488396,2585457,Thursday,55
2585263,2585275,Thursday,54
2585283,2585267,Thursday,54
2585288,2585297,Thursday,54
2585297,2585307,Thursday,54
2585327,2585431,Thursday,54
2585360,2585358,Thursday,54
2585381,2585368,Thursday,54
2585387,2585381,Thursday,54
2585402,2585413,Thursday,54
2585406,2585402,Thursday,54
2585408,2585367,Thursday,54
2585412,2585425,Thursday,54
2585466,2585953,Thursday,54
2585724,2585802,Thursday,54
2585728,2585473,Thursday,54
2585747,2585450,Thursday,54
2585762,2585317,Thursday,54
2585762,2585785,Thursday,54
2585772,2585785,Thursday,54
2585782,2585837,Thursday,54
2585788,2585787,Thursday,54
2585791,2585738,Thursday,54
2585802,2585839,Thursday,54
2585804,2585921,Thursday,54
2585868,2585838,Thursday,54
2585868,2585899,Thursday,54
2585883,2585902,Thursday,54
2585885,2585875,Thursday,54
2585904,2585906,Thursday,54
2585920,2585926,Thursday,54
2585951,2585953,Thursday,54
2585961,2585945,Thursday,54
2585978,2586042,Thursday,54
2585987,2585963,Thursday,54
2586011,2586018,Thursday,54
2586012,2585975,Thursday,54
2586021,4393742,Thursday,54
2586024,2585978,Thursday,54
2681672,2585317,Thursday,54
4393742,2585997,Thursday,54
44583449,2585880,Thursday,54
2585267,2585817,Thursday,53
2585267,3470029,Thursday,53
2585275,2585281,Thursday,53
2585281,2585313,Thursday,53
2585307,2585306,Thursday,53
2585319,2585389,Thursday,53
2585321,2585405,Thursday,53
2585335,2585356,Thursday,53
2585349,2585843,Thursday,53
2585358,2585360,Thursday,53
2585373,2586021,Thursday,53
2585389,2585319,Thursday,53
2585467,2585779,Thursday,53
2585472,2585469,Thursday,53
2585712,2585770,Thursday,53
2585717,2585345,Thursday,53
2585738,2585802,Thursday,53
2585748,2585802,Thursday,53
2585748,2585921,Thursday,53
2585762,2585368,Thursday,53
2585776,2585764,Thursday,53
2585776,2585837,Thursday,53
2585787,2585762,Thursday,53
2585799,2585785,Thursday,53
2585820,2585358,Thursday,53
2585821,2585770,Thursday,53
2585825,2586028,Thursday,53
2585835,2585804,Thursday,53
2585838,2585860,Thursday,53
2585839,2585860,Thursday,53
2585846,2585848,Thursday,53
2585868,2585835,Thursday,53
2585875,172293631,Thursday,53
2585904,2585908,Thursday,53
2585904,2585913,Thursday,53
2585934,2585938,Thursday,53
2585983,2585995,Thursday,53
2586019,2586009,Thursday,53
2586026,3110680,Thursday,53
2586042,2586026,Thursday,53
2586268,2585430,Thursday,53
3110680,2586005,Thursday,53
8746360,2585844,Thursday,53
172294162,2585838,Thursday,53
2585267,2585283,Thursday,52
2585267,2585873,Thursday,52
2585271,2585283,Thursday,52
2585273,2585263,Thursday,52
2585281,2585286,Thursday,52
2585286,2585873,Thursday,52
2585311,2585308,Thursday,52
2585330,2585306,Thursday,52
2585335,2585367,Thursday,52
2585341,2585337,Thursday,52
2585353,2585367,Thursday,52
2585396,2585402,Thursday,52
2585405,2585402,Thursday,52
2585416,2585378,Thursday,52
2585419,2586268,Thursday,52
2585457,2585398,Thursday,52
2585749,2585317,Thursday,52
2585770,2585762,Thursday,52
2585770,2585821,Thursday,52
2585772,3318682,Thursday,52
2585782,2585771,Thursday,52
2585787,2585785,Thursday,52
2585791,2585728,Thursday,52
2585811,2585804,Thursday,52
2585825,2586042,Thursday,52
2585825,2586044,Thursday,52
2585906,2585904,Thursday,52
2585931,2585301,Thursday,52
2585953,2585951,Thursday,52
2585987,2585466,Thursday,52
2585990,2585995,Thursday,52
2586005,2586024,Thursday,52
2586019,3110680,Thursday,52
2586022,2586005,Thursday,52
2586044,2585825,Thursday,52
172293631,2585432,Thursday,52
2585269,2585381,Thursday,51
2585283,2585285,Thursday,51
2585307,2585311,Thursday,51
2585381,2585394,Thursday,51
2585402,2585406,Thursday,51
2585476,2585942,Thursday,51
2585716,2585782,Thursday,51
2585738,2585791,Thursday,51
2585772,2585782,Thursday,51
2585776,2585788,Thursday,51
2585785,2585781,Thursday,51
2585808,2585809,Thursday,51
2585809,2585808,Thursday,51
2585835,2585868,Thursday,51
2585837,2585788,Thursday,51
2585850,172293631,Thursday,51
